General.EstateTypeKey,General.ReferenceNumber,General.DistributionTypeKey,General.ConstructionYear,General.LivingSpace,Tealium.object_locationid,Tealium.object_address_is_visible,Tealium.object_zip,Tealium.object_currency,Tealium.object_features,Tealium.object_objektart_sub,Tealium.expose_type,Tealium.broker_guid,Tealium.object_count_photos,LocalRatings.scores.local_amenities,LocalRatings.scores.mobility,MetaBadges,Price.AdditionalInformation.Commission.CommissionType,EstateAddress.City,EstateAddress.ZipCode,EstateAddress.Street,Offerer.addressGuid,Offerer.globalUserId,Offerer.contactData.companyName,Project.Address.PostCode,Project.Address.Street,Project.Address.HouseNumber,Latitude,Longitude,Stadtteil,Stadt,PRICE,ROOMS,PRICE_COMMONCHARGE,EnergyType,Class,Value,CATEGORY,FLOOR,USAGE,SUITABILITY,CONDITION,HOUSECONDITION,PARKINGSLOT,ENERGY,BUILDINGTYPE,HEATING,ELEVATOR,EQUIPMENTS
WOHNUNG,,ZUM_KAUF,1996.0,87.8,493419,True,90431,EUR,"['WANNE', 'gaestewc', 'DUSCHE', 'FENSTER', 'Kelleranteil', 'Erdgeschoss', 'GEPFLEGT', 'GAS', 'Zentralheizung', 'Garten', 'TEPPICH', 'LAMINAT', 'FLIESEN', 'vermietet', 'Duplex', 'Tiefgarage', 'REINIGUNG', 'wasch_trockenraum', 'kable_sat_tv', 'Terrasse', 'Kunststofffenster']",wohnung,standard,47230,2.0,5.2,8.4,[],COMMISSION_REQUIRED,Nürnberg,90431,Lehrberger Straße,AF54B819918C964C98F7DF8F083212D3,47230,Bergmann Immobilen,,,,49.44723,11.02413,Gaismannshof,Nürnberg,355000.0,3.0,350.0,UNDEFINED,,132.4,,Erdgeschoss,vermietet,,gepflegt,,"Duplex, Tiefgarage",Gas,,Zentralheizung,,
WOHNUNG,1/20/102-102/010359,ZUM_KAUF,1965.0,81.0,493495,False,90408,EUR,['OEL'],wohnung,standard,32128,17.0,6.8,9.4,[],COMMISSION_REQUIRED,Nürnberg,90408,,BB37C156A426454696C589960A3B7900,32128,Stadt- und Kreissparkasse Erlangen Höchstadt Herzogenaurach,,,,49.46909,11.07358,Nordbahnhof,Nürnberg,298000.0,3.0,,UNDEFINED,DE_ENV2014_CLASS_E,150.0,,3. Geschoss,,,,,,Öl,,,,
WOHNUNG,54,ZUM_KAUF,2022.0,36.23,493434,True,90443,EUR,"['barriefrei', 'DUSCHE', 'Kelleranteil', 'Personenaufzug', 'GAS', 'Fußbodenheizung', 'PARKETT', 'abstellraum', 'Einbauküche']",wohnung,project,32368,2.0,7.2,9.7,[],COMMISSION_DEFAULT,Nürnberg,90443,Kohlenhofstr. 60,D8AD1C09B6B5475096B556F197C4FB1F,32368,Bayerisches Immobilien Kontor GmbH,90443,Kohlenhof,60,49.45044,11.05372,Gostenhof,Nürnberg,249000.0,1.0,,UNDEFINED,DE_ENV2014_CLASS_B,71.3,,2. Geschoss,,barrierefrei,,,,Gas,,Fußbodenheizung,Personenaufzug,
WOHNUNG,33,ZUM_KAUF,2022.0,46.13,493434,True,90443,EUR,"['barriefrei', 'DUSCHE', 'Kelleranteil', 'Personenaufzug', 'GAS', 'Fußbodenheizung', 'PARKETT', 'Einbauküche']",wohnung,project,32368,3.0,7.2,9.7,[],COMMISSION_DEFAULT,Nürnberg,90443,Kohlenhofstr. 60,D8AD1C09B6B5475096B556F197C4FB1F,32368,Bayerisches Immobilien Kontor GmbH,90443,Kohlenhof,60,49.45044,11.05372,Gostenhof,Nürnberg,277000.0,2.0,,UNDEFINED,DE_ENV2014_CLASS_B,71.3,,1. Geschoss,,barrierefrei,,,,Gas,,Fußbodenheizung,Personenaufzug,
WOHNUNG,RR-186,ZUM_KAUF,1900.0,60.15,493434,False,90429,EUR,"['DUSCHE', 'FENSTER', 'Kelleranteil', 'GAS', 'Etagenheizung', 'PARKETT', 'FLIESEN', 'vermietet', 'wasch_trockenraum', 'Terrasse', 'Kunststofffenster']",TERRASSEN,standard,6540670,1.0,6.3,9.4,[],COMMISSION_REQUIRED,Nürnberg,90429,,9E18F0F1E55B449CAF6FFA07BBBD6668,6540670,Fabian Braun Immobilien,,,,49.45044,11.05372,Gostenhof,Nürnberg,189000.0,3.0,146.0,UNDEFINED,DE_ENV2014_CLASS_G,206.0,Terrassenwohnung,Erdgeschoss,vermietet,,,,,Gas,,Etagenheizung,,
WOHNUNG,G1202,ZUM_KAUF,1979.0,61.5,493408,True,90461,EUR,"['WANNE', 'FENSTER', 'GAS', 'Etagenheizung', 'TEPPICH', 'Einbauküche']",wohnung,standard,7273734,14.0,7.9,9.6,[],COMMISSION_REQUIRED,Nürnberg,90461,Siegfriedstraße 45,ABFF886FFE64474C8A6E2FE7FD589EEC,7273734,Grounded GmbH,,,,49.43964,11.09467,Bleiweiß,Nürnberg,165000.0,2.0,116.0,UNDEFINED,DE_ENV2014_CLASS_D,106.2,,Erdgeschoss,,,,,,Gas,,Etagenheizung,,
WOHNUNG,362022,ZUM_KAUF,1920.0,78.0,493532,False,90439,EUR,"['WANNE', 'FENSTER', 'Kelleranteil', 'GAS', 'Etagenheizung', 'LAMINAT', 'FLIESEN', 'Einbauküche', 'Tiefgarage', 'Haustiere erlaubt', 'kable_sat_tv', 'Balkon']",wohnung,standard,47445,17.0,7.5,9.5,[],COMMISSION_REQUIRED,Nürnberg,90439,,6F2F264BDB42425BBAFE214000878E52,47445,Thomas Schaller Immobilien,,,,49.43896,11.04878,St Leonhard,Nürnberg,290000.0,3.0,192.0,UNDEFINED,DE_ENV2014_CLASS_E,151.6,,3. Geschoss,,,,,Tiefgarage,Gas,,Etagenheizung,,
WOHNUNG,5556_2,ZUM_KAUF,1933.0,53.18,493504,False,90489,EUR,"['Kelleranteil', 'renoviert', 'LUFTWP', 'GAS', 'Fußbodenheizung', 'Haustiere erlaubt', 'kable_sat_tv', 'Balkon']",wohnung,standard,126744,24.0,8.2,9.7,[],COMMISSION_DEFAULT,Nürnberg,90489,,11810CC9BE584E8587AD959BB45F9063,126744,Immobilien Rother GmbH,,,,49.46231,11.09839,Rennweg,Nürnberg,289000.0,2.0,225.0,UNDEFINED,DE_ENV2014_CLASS_A,30.7,,2. Geschoss,,,renoviert / saniert,,,Gas,,"Fußbodenheizung, Luft-/Wasser-Wärmepumpe",,
WOHNUNG,A1084,ZUM_KAUF,1956.0,73.0,493537,False,90443,EUR,"['Zentralheizung', 'rollstuhlgerecht', 'Einbauküche', 'Tiefgarage', 'kable_sat_tv']",wohnung,standard,23703,15.0,8.0,9.7,[],COMMISSION_REQUIRED,Nürnberg,90443,,668988699C4145A98A1DAC50109A304D,23703,Rott Immobilien,,,,49.43929,11.07396,Steinbühl,Nürnberg,389000.0,2.0,,,,,,,,rollstuhlgerecht,,,Tiefgarage,,,Zentralheizung,,
WOHNUNG,14,ZUM_KAUF,2022.0,52.64,493434,True,90443,EUR,"['barriefrei', 'DUSCHE', 'Kelleranteil', 'Personenaufzug', 'Erdgeschoss', 'GAS', 'Fußbodenheizung', 'PARKETT', 'abstellraum', 'Einbauküche']",wohnung,project,32368,3.0,7.2,9.7,[],COMMISSION_DEFAULT,Nürnberg,90443,Kohlenhofstr. 60,D8AD1C09B6B5475096B556F197C4FB1F,32368,Bayerisches Immobilien Kontor GmbH,90443,Kohlenhof,60,49.45044,11.05372,Gostenhof,Nürnberg,295000.0,2.0,,UNDEFINED,DE_ENV2014_CLASS_B,71.3,,Erdgeschoss,,barrierefrei,,,,Gas,,Fußbodenheizung,Personenaufzug,
WOHNUNG,A-09,ZUM_KAUF,2023.0,99.0,493440,True,90425,EUR,"['Neubau', 'WANNE', 'gaestewc', 'DUSCHE', 'FENSTER', 'Kelleranteil', 'Personenaufzug', 'ERSTBEZUG', 'kontrollierte Be- und Entlüftungsanlage', 'LUFTWP', 'Fußbodenheizung', 'PARKETT', 'KFW40', 'abstellraum', 'Einbauküche', 'offene Küche', 'Tiefgarage', 'Haustiere erlaubt', 'wasch_trockenraum', 'Balkon', 'Kunststofffenster', 'provisionsfrei']",wohnung,project,42937,20.0,4.1,9.1,"[{'label': 'Provisionsfrei', 'highlight': True}]",COMMISSION_FREE,Nürnberg,90425,Großreuther Straße 165,33995219B23B42908E7585D8C190AB08,42937,Schultheiß Projektentwicklung AG,90425,Großreuther Straße,165,49.47379,11.08631,Großreuth h d Veste,Nürnberg,854950.0,4.0,,UNDEFINED,DE_ENV2014_CLASS_A_PLUS,17.5,,1. Geschoss,,,Erstbezug,Neubau,Tiefgarage,,KfW 40,"Fußbodenheizung, Luft-/Wasser-Wärmepumpe",Personenaufzug,
WOHNUNG,169408,ZUM_KAUF,1950.0,45.76,493540,False,90439,EUR,"['Kelleranteil', 'Massivhaus', 'GAS', 'Zentralheizung', 'vermietet']",wohnung,standard,1188234,9.0,5.6,9.3,[],COMMISSION_REQUIRED,Nürnberg,90439,,AC16DAC829074FCBB053202429EF417D,1188234,PlanetHome Group GmbH,,,,49.44522,11.03959,Sündersbühl,Nürnberg,149000.0,2.0,110.0,,,,,1. Geschoss,vermietet,,,,,Gas,,Zentralheizung,,
WOHNUNG,697AM,ZUM_KAUF,1965.0,53.0,493520,False,90491,EUR,"['Personenaufzug', 'GEPFLEGT', 'OEL', 'Zentralheizung', 'Haustiere erlaubt']",wohnung,standard,1601592,10.0,7.5,9.5,[],COMMISSION_DEFAULT,Nürnberg,90491,,9AC2C83C6817412499680228983EA20F,1601592,AMDIMA Immobilien,,,,49.46869,11.10224,Schoppershof,Nürnberg,129500.0,2.0,,UNDEFINED,DE_ENV2014_CLASS_D,156.8,,,,,gepflegt,,,Öl,,Zentralheizung,Personenaufzug,
WOHNUNG,,ZUM_KAUF,1989.0,117.2,493417,False,90491,EUR,"['WANNE', 'gaestewc', 'FENSTER', 'Kelleranteil', 'GAS', 'Fußbodenheizung', 'Zentralheizung', 'moebliert', 'Garten', 'Einbauküche', 'Terrasse']",wohnung,standard,151947,31.0,3.5,8.3,[],COMMISSION_REQUIRED,Nürnberg,90491,,15401E495EEA4B219137250FF329ABA7,151947,Tiepke Immobilien UG (haftungsbeschränkt),,,,49.47441,11.13785,Erlenstegen,Nürnberg,599000.0,5.0,600.0,UNDEFINED,DE_ENV2014_CLASS_C,89.0,,Erdgeschoss,,,,,1 Stellplatz,Gas,,"Fußbodenheizung, Zentralheizung",,möbliert
WOHNUNG,A2838,ZUM_KAUF,2023.0,126.0,493510,False,90449,EUR,"['Neubau', 'barriefrei', 'WANNE', 'DUSCHE', 'FENSTER', 'Kelleranteil', 'Personenaufzug', 'Erdgeschoss', 'ERSTBEZUG', 'kontrollierte Be- und Entlüftungsanlage', 'Massivhaus', 'LUFTWP', 'Fußbodenheizung', 'gartennutzung', 'Garten', 'NIEDRIGENERGIEHAUS', 'abstellraum', 'offene Küche', 'Stellplatz', 'Terrasse', 'Kunststofffenster']",TERRASSEN,standard,51014,2.0,5.8,9.3,[],COMMISSION_DEFAULT,Nürnberg,90449,,04D4CB667CD349A897000CDD021AB9DE,51014,Norbert Schaller Immobilien,,,,49.41572,11.03733,Röthenbach b Schweinau,Nürnberg,880750.0,4.0,,UNDEFINED,DE_ENV2014_CLASS_A_PLUS,18.0,Terrassenwohnung,Erdgeschoss,,barrierefrei,Erstbezug,Neubau,1 Stellplatz,,Niedrigenergiehaus,"Fußbodenheizung, Luft-/Wasser-Wärmepumpe",Personenaufzug,
WOHNUNG,B-09,ZUM_KAUF,2023.0,105.0,493440,True,90425,EUR,"['Neubau', 'WANNE', 'gaestewc', 'DUSCHE', 'FENSTER', 'Kelleranteil', 'Personenaufzug', 'kontrollierte Be- und Entlüftungsanlage', 'LUFTWP', 'Fußbodenheizung', 'PARKETT', 'KFW40', 'abstellraum', 'Einbauküche', 'offene Küche', 'Tiefgarage', 'Haustiere erlaubt', 'wasch_trockenraum', 'Balkon', 'Kunststofffenster', 'provisionsfrei']",wohnung,project,42937,18.0,4.1,9.1,"[{'label': 'Provisionsfrei', 'highlight': True}]",COMMISSION_FREE,Nürnberg,90425,Großreuther Straße 165,33995219B23B42908E7585D8C190AB08,42937,Schultheiß Projektentwicklung AG,90425,Großreuther Straße,165,49.47379,11.08631,Großreuth h d Veste,Nürnberg,948950.0,4.0,,UNDEFINED,DE_ENV2014_CLASS_A_PLUS,17.5,,1. Geschoss,,,,Neubau,Tiefgarage,,KfW 40,"Fußbodenheizung, Luft-/Wasser-Wärmepumpe",Personenaufzug,
WOHNUNG,2346,ZUM_KAUF,1960.0,54.0,493421,False,90489,EUR,"['WANNE', 'FENSTER', 'Kelleranteil', 'Personenaufzug', 'FERNE', 'GEPFLEGT', 'GAS', 'Etagenheizung', 'PARKETT', 'FLIESEN', 'frei', 'Einbauküche', 'Tiefgarage', 'kable_sat_tv', 'Balkon', 'Kunststofffenster', 'Holzfenster']",wohnung,standard,15061,24.0,8.2,9.7,[],COMMISSION_REQUIRED,Nürnberg,90489,,69E90DC9B7014C4E8902C9C2B72E89F3,15061,Gerdi Zwingel Immobilien oHG,,,,49.4587,11.09995,Gärten b Wöhrd,Nürnberg,199000.0,2.0,140.0,UNDEFINED,DE_ENV2014_CLASS_E,156.9,,6. Geschoss,frei,,gepflegt,,Tiefgarage,Gas,,Etagenheizung,Personenaufzug,
WOHNUNG,17,ZUM_KAUF,2022.0,48.7,493434,True,90443,EUR,"['barriefrei', 'DUSCHE', 'Kelleranteil', 'Personenaufzug', 'Erdgeschoss', 'GAS', 'Fußbodenheizung', 'KUNSTSTOFF', 'Einbauküche', 'Terrasse']",wohnung,standard,32368,3.0,7.2,9.7,[],COMMISSION_DEFAULT,Nürnberg,90443,Kohlenhofstr. 60,D8AD1C09B6B5475096B556F197C4FB1F,32368,Bayerisches Immobilien Kontor GmbH,,,,49.45044,11.05372,Gostenhof,Nürnberg,310000.0,1.0,,UNDEFINED,DE_ENV2014_CLASS_B,71.3,,Erdgeschoss,,barrierefrei,,,,Gas,,Fußbodenheizung,Personenaufzug,
WOHNUNG,373,ZUM_KAUF,1974.0,45.0,493515,False,90425,EUR,"['Kelleranteil', 'renoviert', 'KOHLE', 'FERN', 'Zentralheizung', 'LINOLEUM', 'Balkon', 'Kunststofffenster']",Apartment,standard,6472866,7.0,7.0,9.6,[],COMMISSION_REQUIRED,Nürnberg,90425,,CB27C6EE49C849DB95FD4A68967325A1,6472866,Feinste Immobilien Franken,,,,49.42828,11.04444,Schweinau,Nürnberg,135000.0,1.0,269.0,UNDEFINED,DE_ENV2014_CLASS_D,111.5,Apartment,1. Geschoss,,,renoviert / saniert,,,"Fernwärme, Kohle",,Zentralheizung,,
WOHNUNG,A-19,ZUM_KAUF,2023.0,101.0,493440,True,90425,EUR,"['Neubau', 'WANNE', 'gaestewc', 'DUSCHE', 'FENSTER', 'Kelleranteil', 'Personenaufzug', 'kontrollierte Be- und Entlüftungsanlage', 'LUFTWP', 'Fußbodenheizung', 'PARKETT', 'KFW40', 'abstellraum', 'Einbauküche', 'offene Küche', 'Tiefgarage', 'Haustiere erlaubt', 'wasch_trockenraum', 'Balkon', 'Kunststofffenster', 'provisionsfrei']",wohnung,project,42937,17.0,4.1,9.1,"[{'label': 'Provisionsfrei', 'highlight': True}]",COMMISSION_FREE,Nürnberg,90425,Großreuther Straße 165,33995219B23B42908E7585D8C190AB08,42937,Schultheiß Projektentwicklung AG,90425,Großreuther Straße,165,49.47379,11.08631,Großreuth h d Veste,Nürnberg,889950.0,4.0,,UNDEFINED,DE_ENV2014_CLASS_A_PLUS,18.8,,1. Geschoss,,,,Neubau,Tiefgarage,,KfW 40,"Fußbodenheizung, Luft-/Wasser-Wärmepumpe",Personenaufzug,
WOHNUNG,IB-789-259,ZUM_KAUF,1978.0,63.0,493549,True,90425,EUR,"['Bad/WC getrennt', 'Kelleranteil', 'Personenaufzug', 'GEPFLEGT', 'GAS', 'Zentralheizung', 'LAMINAT', 'PARKETT', 'FLIESEN', 'frei', 'Stellplatz', 'wasch_trockenraum', 'Balkon', 'Kunststofffenster']",wohnung,standard,35261,23.0,7.4,9.3,[],COMMISSION_REQUIRED,Nürnberg,90425,Krefelder Str. 3,98FF824CDB753A48A13A91F88074C57D,35261,Schüren Immobilien,,,,49.47383,11.04511,Wetzendorf,Nürnberg,265000.0,2.0,,UNDEFINED,DE_ENV2014_CLASS_D,121.1,,1. Geschoss,frei,,gepflegt,,1 Stellplatz,Gas,,Zentralheizung,Personenaufzug,
WOHNUNG,0055,ZUM_KAUF,1912.0,52.0,493434,True,90429,EUR,"['WANNE', 'FENSTER', 'Kelleranteil', 'Erdgeschoss', 'renoviert', 'GAS', 'PELLET', 'Zentralheizung', 'vermietet', 'abstellraum']",wohnung,standard,8022763,8.0,7.5,9.6,[],COMMISSION_REQUIRED,Nürnberg,90429,Glockendonstraße 32,74FC7B90BA0F437681FD806215783F26,8022763,Plus Immobilienservices GmbH,,,,49.45044,11.05372,Gostenhof,Nürnberg,189000.0,2.0,143.0,UNDEFINED,DE_ENV2014_CLASS_F,190.5,,Erdgeschoss,vermietet,,renoviert / saniert,,,"Gas, Pellets",,Zentralheizung,,
WOHNUNG,0-10212377_17,ZUM_KAUF,2025.0,68.29,493520,True,90409,EUR,"['PROJEKTIERT', 'Balkon', 'provisionsfrei']",wohnung,project,50312,5.0,8.9,9.7,"[{'label': 'Provisionsfrei', 'highlight': True}]",COMMISSION_FREE,Nürnberg,90409,Merianstr. 32 + 32a,4526A07CABB04885A41640DEC015927A,50312,ImmoService GmbH VR-Banken Metropolregion Nürnberg,90409,Merianstr.,32 + 32a,49.46869,11.10224,Schoppershof,Nürnberg,416569.0,2.0,,UNDEFINED,DE_ENV2014_CLASS_B,63.0,,2. Geschoss,,,,projektiert,,,,,,
WOHNUNG,B-07,ZUM_KAUF,2023.0,100.5,493440,True,90425,EUR,"['Neubau', 'WANNE', 'gaestewc', 'DUSCHE', 'FENSTER', 'Kelleranteil', 'Personenaufzug', 'Erdgeschoss', 'kontrollierte Be- und Entlüftungsanlage', 'LUFTWP', 'Fußbodenheizung', 'gartennutzung', 'Garten', 'PARKETT', 'KFW40', 'abstellraum', 'Einbauküche', 'offene Küche', 'Tiefgarage', 'Haustiere erlaubt', 'wasch_trockenraum', 'Terrasse', 'Kunststofffenster', 'provisionsfrei']",TERRASSEN,project,42937,17.0,4.1,9.1,"[{'label': 'Provisionsfrei', 'highlight': True}]",COMMISSION_FREE,Nürnberg,90425,Großreuther Straße 165,33995219B23B42908E7585D8C190AB08,42937,Schultheiß Projektentwicklung AG,90425,Großreuther Straße,165,49.47379,11.08631,Großreuth h d Veste,Nürnberg,884950.0,4.0,,UNDEFINED,DE_ENV2014_CLASS_A_PLUS,17.5,Terrassenwohnung,Erdgeschoss,,,,Neubau,Tiefgarage,,KfW 40,"Fußbodenheizung, Luft-/Wasser-Wärmepumpe",Personenaufzug,
WOHNUNG,5537,ZUM_KAUF,2019.0,65.93,493439,False,90431,EUR,"['Kelleranteil', 'Personenaufzug', 'NEUWERTIG', 'Massivhaus', 'Fußbodenheizung', 'Tiefgarage', 'kable_sat_tv', 'Balkon']",wohnung,standard,2447870,9.0,4.9,9.2,[],COMMISSION_DEFAULT,Nürnberg,90431,,D778231C3D3542BAAEC099D04D9814AD,2447870,Feldbusch Immobilien GmbH,,,,49.43638,11.02739,Großreuth b Schweinau,Nürnberg,365000.0,2.0,250.0,UNDEFINED,DE_ENV2014_CLASS_A,44.0,,1. Geschoss,,,,,Tiefgarage,,,Fußbodenheizung,Personenaufzug,neuwertig
WOHNUNG,222,ZUM_KAUF,1994.0,30.0,493515,True,90441,EUR,"['WANNE', 'Kelleranteil', 'Personenaufzug', 'FERNE', 'GEPFLEGT', 'GAS', 'PARKETT', 'vermietet', 'Einbauküche', 'wasch_trockenraum', 'kable_sat_tv', 'Balkon']",Apartment,standard,2386520,11.0,6.3,9.6,[],COMMISSION_DEFAULT,Nürnberg,90441,Turnerheimstraße 20c,ED268A747797407CB38C5AC801252F40,2386520,Hausverwaltung Sollner GmbH,,,,49.42828,11.04444,Schweinau,Nürnberg,128000.0,1.0,,UNDEFINED,DE_ENV2014_CLASS_B,69.4,Apartment,1. Geschoss,vermietet,,gepflegt,,,Gas,,,Personenaufzug,
WOHNUNG,,ZUM_KAUF,1992.0,73.69,493523,True,90491,EUR,"['WANNE', 'Kelleranteil', 'Personenaufzug', 'GEPFLEGT', 'FERN', 'Zentralheizung', 'LAMINAT', 'frei', 'Einbauküche', 'Tiefgarage', 'REINIGUNG', 'kable_sat_tv', 'Balkon', 'Holzfenster']",wohnung,standard,7317033,12.0,5.7,9.2,[],COMMISSION_REQUIRED,Nürnberg,90491,Dr.-Carlo-Schmid-Straße 102,0695352B71D245FD8146465EAB763E5D,7317033,Heinrich &a; Partner Immobilien,,,,49.46221,11.12067,St Jobst,Nürnberg,369500.0,2.5,198.0,UNDEFINED,DE_ENV2014_CLASS_B,70.5,,1. Geschoss,frei,,gepflegt,,Tiefgarage,Fernwärme,,Zentralheizung,Personenaufzug,
WOHNUNG,0-10212377_1,ZUM_KAUF,2025.0,48.52,493520,True,90409,EUR,"['PROJEKTIERT', 'Terrasse', 'provisionsfrei']",wohnung,project,50312,5.0,8.9,9.7,"[{'label': 'Provisionsfrei', 'highlight': True}]",COMMISSION_FREE,Nürnberg,90409,Merianstr. 32 + 32a,4526A07CABB04885A41640DEC015927A,50312,ImmoService GmbH VR-Banken Metropolregion Nürnberg,90409,Merianstr.,32 + 32a,49.46869,11.10224,Schoppershof,Nürnberg,281416.0,1.0,,UNDEFINED,DE_ENV2014_CLASS_B,63.0,,Erdgeschoss,,,,projektiert,,,,,,
WOHNUNG,a086M00001x4781QAA,ZUM_KAUF,2025.0,22.7,493425,False,90402,EUR,"['Neubau', 'DUSCHE', 'Personenaufzug', 'ERSTBEZUG', 'FERN', 'moebliert', 'KUNSTSTOFF', 'Kapitalanlage', 'Einbauküche', 'Pantry', 'offene Küche', 'Tiefgarage', 'Balkon', 'Kunststofffenster', 'provisionsfrei']",Apartment,project,42969,16.0,6.6,9.7,"[{'label': 'Provisionsfrei', 'highlight': True}]",COMMISSION_FREE,Nürnberg,90402,,3F086D3C166F4B5CBA23A36936B29B0D,42969,BPD Immobilienentwicklung GmbH,90402,Bahnhofstraße / Reindelstraße,,49.44887,11.08851,Gleißbühl,Nürnberg,209000.0,1.0,,,,,Apartment,4. Geschoss,,,Erstbezug,Neubau,Tiefgarage,Fernwärme,,,Personenaufzug,möbliert
WOHNUNG,15,ZUM_KAUF,2022.0,55.12,493434,True,90443,EUR,"['barriefrei', 'DUSCHE', 'Kelleranteil', 'Personenaufzug', 'Erdgeschoss', 'GAS', 'Fußbodenheizung', 'PARKETT', 'abstellraum', 'Einbauküche']",wohnung,project,32368,3.0,7.2,9.7,[],COMMISSION_DEFAULT,Nürnberg,90443,Kohlenhofstr. 60,D8AD1C09B6B5475096B556F197C4FB1F,32368,Bayerisches Immobilien Kontor GmbH,90443,Kohlenhof,60,49.45044,11.05372,Gostenhof,Nürnberg,310000.0,2.0,,UNDEFINED,DE_ENV2014_CLASS_B,71.3,,Erdgeschoss,,barrierefrei,,,,Gas,,Fußbodenheizung,Personenaufzug,
WOHNUNG,A2842,ZUM_KAUF,2023.0,88.0,493510,False,90449,EUR,"['Neubau', 'WANNE', 'gaestewc', 'DUSCHE', 'FENSTER', 'Kelleranteil', 'ERSTBEZUG', 'kontrollierte Be- und Entlüftungsanlage', 'Massivhaus', 'LUFTWP', 'Fußbodenheizung', 'gartennutzung', 'Garten', 'rollstuhlgerecht', 'NIEDRIGENERGIEHAUS', 'abstellraum', 'offene Küche', 'Carport', 'Terrasse', 'Kunststofffenster']",MAISONETTE,standard,51014,6.0,5.8,9.3,[],COMMISSION_DEFAULT,Nürnberg,90449,,04D4CB667CD349A897000CDD021AB9DE,51014,Norbert Schaller Immobilien,,,,49.41572,11.03733,Röthenbach b Schweinau,Nürnberg,647200.0,3.0,,UNDEFINED,DE_ENV2014_CLASS_A_PLUS,21.0,Maisonette,Erdgeschoss,,rollstuhlgerecht,Erstbezug,Neubau,Carport,,Niedrigenergiehaus,"Fußbodenheizung, Luft-/Wasser-Wärmepumpe",,
WOHNUNG,IPLJ231219,ZUM_KAUF,1957.0,86.88,493425,False,90402,EUR,"['WANNE', 'FENSTER', 'Kelleranteil', 'Erdgeschoss', 'Massivhaus', 'GAS', 'Ofenheizung', 'kable_sat_tv']",wohnung,standard,20490,10.0,6.3,9.7,[],COMMISSION_DEFAULT,Nürnberg / Altstadt und Engere Innenstadt,90402,,FE9EBA70B0844FBBB549DDDE02B72D78,20490,Immopartner Stefan Sagraloff e. K. ,,,,49.44887,11.08851,Gleißbühl,Nürnberg,210000.0,3.0,,UNDEFINED,DE_ENV2014_CLASS_D,116.2,,Erdgeschoss,,,,,,Gas,,Ofen,,
WOHNUNG,0-10212377_4,ZUM_KAUF,2025.0,48.29,493520,True,90409,EUR,"['PROJEKTIERT', 'Terrasse', 'provisionsfrei']",wohnung,project,50312,5.0,8.9,9.7,"[{'label': 'Provisionsfrei', 'highlight': True}]",COMMISSION_FREE,Nürnberg,90409,Merianstr. 32 + 32a,4526A07CABB04885A41640DEC015927A,50312,ImmoService GmbH VR-Banken Metropolregion Nürnberg,90409,Merianstr.,32 + 32a,49.46869,11.10224,Schoppershof,Nürnberg,289740.0,1.0,,UNDEFINED,DE_ENV2014_CLASS_B,63.0,,Erdgeschoss,,,,projektiert,,,,,,
WOHNUNG,A2840,ZUM_KAUF,2023.0,64.0,493510,False,90449,EUR,"['Neubau', 'barriefrei', 'WANNE', 'DUSCHE', 'FENSTER', 'Kelleranteil', 'Personenaufzug', 'Erdgeschoss', 'ERSTBEZUG', 'kontrollierte Be- und Entlüftungsanlage', 'Massivhaus', 'LUFTWP', 'Fußbodenheizung', 'gartennutzung', 'Garten', 'rollstuhlgerecht', 'NIEDRIGENERGIEHAUS', 'abstellraum', 'offene Küche', 'Stellplatz', 'Terrasse', 'Kunststofffenster']",TERRASSEN,standard,51014,2.0,5.8,9.3,[],COMMISSION_DEFAULT,Nürnberg,90449,,04D4CB667CD349A897000CDD021AB9DE,51014,Norbert Schaller Immobilien,,,,49.41572,11.03733,Röthenbach b Schweinau,Nürnberg,443150.0,2.0,,UNDEFINED,DE_ENV2014_CLASS_A_PLUS,18.0,Terrassenwohnung,Erdgeschoss,,"barrierefrei, rollstuhlgerecht",Erstbezug,Neubau,1 Stellplatz,,Niedrigenergiehaus,"Fußbodenheizung, Luft-/Wasser-Wärmepumpe",Personenaufzug,
WOHNUNG,0-10212377_9,ZUM_KAUF,2025.0,69.48,493520,True,90409,EUR,"['PROJEKTIERT', 'Balkon', 'provisionsfrei']",wohnung,project,50312,5.0,8.9,9.7,"[{'label': 'Provisionsfrei', 'highlight': True}]",COMMISSION_FREE,Nürnberg,90409,Merianstr. 32 + 32a,4526A07CABB04885A41640DEC015927A,50312,ImmoService GmbH VR-Banken Metropolregion Nürnberg,90409,Merianstr.,32 + 32a,49.46869,11.10224,Schoppershof,Nürnberg,402984.0,2.0,,UNDEFINED,DE_ENV2014_CLASS_B,63.0,,1. Geschoss,,,,projektiert,,,,,,
WOHNUNG,0-10212377_14,ZUM_KAUF,2025.0,58.49,493520,True,90409,EUR,"['PROJEKTIERT', 'Balkon', 'provisionsfrei']",wohnung,project,50312,5.0,8.9,9.7,"[{'label': 'Provisionsfrei', 'highlight': True}]",COMMISSION_FREE,Nürnberg,90409,Merianstr. 32 + 32a,4526A07CABB04885A41640DEC015927A,50312,ImmoService GmbH VR-Banken Metropolregion Nürnberg,90409,Merianstr.,32 + 32a,49.46869,11.10224,Schoppershof,Nürnberg,348015.5,2.0,,UNDEFINED,DE_ENV2014_CLASS_B,63.0,,2. Geschoss,,,,projektiert,,,,,,
