location,Northeast,Northwest,Southeast,Southwest,energyEfficiency,energyEfficiency,price,price,constructionYear,constructionYear,livingSpace,livingSpace,energySources,energySources,photosCount,photosCount,localAmenitiesScore,localAmenitiesScore,localMobilityScore,localMobilityScore,latitudeDistrict,latitudeDistrict,longitudeDistrict,longitudeDistrict,distanceToCenter,distanceToCenter,district,district,rooms,rooms,energyClass,energyClass,elevator,elevator,sauna,sauna,swimmingpool,swimmingpool,kitchenEqipped,kitchenEqipped,cellar,cellar,storageRoom,storageRoom,wheelchairAccessible,wheelchairAccessible,assistedLiving,assistedLiving,parkingSlots,parkingSlots,guestToilet,guestToilet,privateOutdoorSpace,privateOutdoorSpace,chimney,chimney,attics,attics
4,0,0,0,1,0,0,299000.0,299000.0,1971.0,1971.0,77.63,77.63,3.0,3.0,13.0,13.0,4.3,4.3,8.2,8.2,49.41572,49.41572,11.03733,11.03733,4.946659671548466,4.946659671548466,Röthenbach b Schweinau,Röthenbach b Schweinau,3.0,3.0,5,5,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,1,0,0,0,0,0,130000.0,130000.0,1970.0,1970.0,44.0,44.0,4.0,4.0,14.0,14.0,5.9,5.9,9.3,9.3,49.4576,49.4576,11.13188,11.13188,4.035137406290032,4.035137406290032,Mögeldorf,Mögeldorf,1.5,1.5,5,5,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4,0,0,0,1,1,1,315000.0,315000.0,2022.0,2022.0,49.44,49.44,1.0,1.0,3.0,3.0,7.2,7.2,9.7,9.7,49.45044,49.45044,11.05372,11.05372,1.6713862397161467,1.6713862397161467,Gostenhof,Gostenhof,1.0,1.0,3,3,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,1,1,1,449000.0,449000.0,2011.0,2011.0,94.0,94.0,21.0,21.0,9.0,9.0,5.533333333333333,5.533333333333333,9.09047619047619,9.09047619047619,49.41572,49.41572,11.03733,11.03733,4.946659671548466,4.946659671548466,Röthenbach b Schweinau,Röthenbach b Schweinau,3.0,3.0,2,2,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
4,0,0,0,1,1,1,479800.0,479800.0,2021.0,2021.0,95.84,95.84,6.0,6.0,11.0,11.0,8.0,8.0,9.6,9.6,49.43896,49.43896,11.04878,11.04878,2.491818130940929,2.491818130940929,St Leonhard,St Leonhard,4.0,4.0,3,3,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
4,0,0,0,1,1,1,525000.0,525000.0,2022.0,2022.0,96.83,96.83,1.0,1.0,3.0,3.0,7.2,7.2,9.7,9.7,49.45044,49.45044,11.05372,11.05372,1.6713862397161467,1.6713862397161467,Gostenhof,Gostenhof,3.0,3.0,3,3,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
4,0,0,0,1,0,0,539000.0,539000.0,2013.0,2013.0,92.0,92.0,2.0,2.0,24.0,24.0,7.6,7.6,9.7,9.7,49.44522,49.44522,11.03959,11.03959,2.789672465218731,2.789672465218731,Sündersbühl,Sündersbühl,4.0,4.0,4,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
3,0,0,1,0,1,1,425000.0,425000.0,2016.0,2016.0,100.0,100.0,1.0,1.0,8.0,8.0,6.3,6.3,9.7,9.7,49.44504,49.44504,11.10302,11.10302,2.058294686868276,2.058294686868276,St Peter,St Peter,3.0,3.0,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,1,1,1,319000.0,319000.0,2022.0,2022.0,49.44,49.44,1.0,1.0,3.0,3.0,7.2,7.2,9.7,9.7,49.45044,49.45044,11.05372,11.05372,1.6713862397161467,1.6713862397161467,Gostenhof,Gostenhof,1.0,1.0,3,3,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,0,0,0,0,396000.0,396000.0,1913.0,1913.0,132.0,132.0,7.0,7.0,14.0,14.0,8.7,8.7,9.6,9.6,49.46145,49.46145,11.06072,11.06072,1.5540259940496581,1.5540259940496581,St Johannis,St Johannis,5.5,5.5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
4,0,0,0,1,1,1,295000.0,295000.0,2022.0,2022.0,44.54,44.54,1.0,1.0,3.0,3.0,7.2,7.2,9.7,9.7,49.45044,49.45044,11.05372,11.05372,1.6713862397161467,1.6713862397161467,Gostenhof,Gostenhof,1.0,1.0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,1,1,1,436000.0,436000.0,2022.0,2022.0,79.29,79.29,1.0,1.0,3.0,3.0,7.2,7.2,9.7,9.7,49.45044,49.45044,11.05372,11.05372,1.6713862397161467,1.6713862397161467,Gostenhof,Gostenhof,3.0,3.0,3,3,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4,0,0,0,1,0,0,390000.0,390000.0,1982.0,1982.0,102.0,102.0,1.0,1.0,19.0,19.0,6.8,6.8,9.7,9.7,49.42828,49.42828,11.04444,11.04444,3.5293151524875523,3.5293151524875523,Schweinau,Schweinau,4.0,4.0,5,5,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
4,0,0,0,1,1,1,655100.0,655100.0,2022.0,2022.0,105.66,105.66,5.0,5.0,45.0,45.0,5.9,5.9,9.4,9.4,49.42828,49.42828,11.04444,11.04444,3.5293151524875523,3.5293151524875523,Schweinau,Schweinau,3.5,3.5,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0
2,0,1,0,0,0,0,310000.0,310000.0,1981.0,1981.0,84.0,84.0,1.0,1.0,14.0,14.0,6.7,6.7,9.3,9.3,49.47383,49.47383,11.04511,11.04511,3.3242287840057374,3.3242287840057374,Wetzendorf,Wetzendorf,3.0,3.0,4,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
4,0,0,0,1,0,0,389900.0,389900.0,1991.0,1991.0,112.0,112.0,1.0,1.0,21.0,21.0,7.5,7.5,9.7,9.7,49.42749,49.42749,11.07581,11.07581,2.7372674442391345,2.7372674442391345,Gibitzenhof,Gibitzenhof,4.0,4.0,5,5,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1
1,1,0,0,0,0,0,289000.0,289000.0,1975.0,1975.0,85.0,85.0,3.0,3.0,20.0,20.0,6.3,6.3,9.1,9.1,49.47166,49.47166,11.1113,11.1113,3.314139090031284,3.314139090031284,Nordostbahnhof,Nordostbahnhof,3.0,3.0,4,4,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
3,0,0,1,0,0,0,289000.0,289000.0,1996.0,1996.0,67.16,67.16,1.0,1.0,11.0,11.0,3.1,3.1,6.9,6.9,49.37786,49.37786,11.09828,11.09828,8.401436149538007,8.401436149538007,Worzeldorf,Worzeldorf,2.0,2.0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,1,1,1,582100.0,582100.0,2022.0,2022.0,92.4,92.4,5.0,5.0,44.0,44.0,5.9,5.9,9.4,9.4,49.42828,49.42828,11.04444,11.04444,3.5293151524875523,3.5293151524875523,Schweinau,Schweinau,4.0,4.0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0
4,0,0,0,1,1,1,598700.0,598700.0,2022.0,2022.0,96.56,96.56,5.0,5.0,47.0,47.0,5.9,5.9,9.4,9.4,49.42828,49.42828,11.04444,11.04444,3.5293151524875523,3.5293151524875523,Schweinau,Schweinau,3.0,3.0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0
2,0,1,0,0,1,1,495000.0,495000.0,2007.0,2007.0,88.0,88.0,2.0,2.0,25.0,25.0,8.3,8.3,9.6,9.6,49.46145,49.46145,11.06072,11.06072,1.5540259940496581,1.5540259940496581,St Johannis,St Johannis,3.0,3.0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
4,0,0,0,1,0,0,249000.0,249000.0,1985.0,1985.0,85.0,85.0,1.0,1.0,4.0,4.0,1.2,1.2,7.7,7.7,49.34839,49.34839,11.06059,11.06059,11.590814584867994,11.590814584867994,Katzwang,Katzwang,3.0,3.0,6,6,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
2,0,1,0,0,0,0,340000.0,340000.0,1988.0,1988.0,66.0,66.0,1.0,1.0,10.0,10.0,6.9,6.9,9.3,9.3,49.4772,49.4772,11.06313,11.06313,2.9582726757265996,2.9582726757265996,Thon,Thon,2.5,2.5,6,6,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
4,0,0,0,1,1,1,436000.0,436000.0,2022.0,2022.0,79.05,79.05,1.0,1.0,3.0,3.0,7.2,7.2,9.7,9.7,49.45044,49.45044,11.05372,11.05372,1.6713862397161467,1.6713862397161467,Gostenhof,Gostenhof,3.0,3.0,3,3,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,1,0,0,198000.0,198000.0,1950.0,1950.0,54.0,54.0,1.0,1.0,18.0,18.0,7.5,7.5,9.7,9.7,49.43929,49.43929,11.07396,11.07396,1.4381169948042094,1.4381169948042094,Steinbühl,Steinbühl,2.0,2.0,6,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4,0,0,0,1,0,0,169900.0,169900.0,1966.0,1966.0,40.0,40.0,2.0,2.0,8.0,8.0,6.7,6.7,9.2,9.2,49.42333,49.42333,11.02481,11.02481,4.930702243085639,4.930702243085639,Neuröthenbach,Neuröthenbach,1.0,1.0,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2,0,1,0,0,0,0,335000.0,335000.0,1986.0,1986.0,77.0,77.0,1.0,1.0,19.0,19.0,4.2,4.2,8.6,8.6,49.4772,49.4772,11.06313,11.06313,2.9582726757265996,2.9582726757265996,Thon,Thon,2.5,2.5,6,6,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
4,0,0,0,1,1,1,249000.0,249000.0,2022.0,2022.0,36.27,36.27,1.0,1.0,3.0,3.0,7.2,7.2,9.7,9.7,49.45044,49.45044,11.05372,11.05372,1.6713862397161467,1.6713862397161467,Gostenhof,Gostenhof,1.0,1.0,3,3,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,1,0,0,244900.0,244900.0,1998.0,1998.0,51.67,51.67,1.0,1.0,14.0,14.0,6.5,6.5,8.1,8.1,49.40306,49.40306,11.03293,11.03293,6.305232071925194,6.305232071925194,Eibach,Eibach,1.5,1.5,5,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
1,1,0,0,0,0,0,325000.0,325000.0,1976.0,1976.0,97.0,97.0,3.0,3.0,6.0,6.0,5.4,5.4,9.1,9.1,49.4576,49.4576,11.13188,11.13188,4.035137406290032,4.035137406290032,Mögeldorf,Mögeldorf,2.0,2.0,7,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
4,0,0,0,1,1,1,420000.0,420000.0,2022.0,2022.0,80.11,80.11,1.0,1.0,3.0,3.0,7.2,7.2,9.7,9.7,49.45044,49.45044,11.05372,11.05372,1.6713862397161467,1.6713862397161467,Gostenhof,Gostenhof,3.0,3.0,3,3,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,0,0,0,209000.0,209000.0,1912.0,1912.0,63.0,63.0,1.0,1.0,13.0,13.0,6.1,6.1,9.6,9.6,49.43317,49.43317,11.08908,11.08908,2.2873256777207516,2.2873256777207516,Hummelstein,Hummelstein,3.0,3.0,4,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3,0,0,1,0,0,0,215000.0,215000.0,1975.0,1975.0,73.0,73.0,2.0,2.0,9.0,9.0,6.2,6.2,7.9,7.9,49.40815,49.40815,11.13376,11.13376,6.396166168496709,6.396166168496709,Langwasser,Langwasser,3.0,3.0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,789000.0,789000.0,2009.0,2009.0,123.0,123.0,1.0,1.0,13.0,13.0,6.4,6.4,9.5,9.5,49.46468,49.46468,11.08784,11.08784,1.614009123287336,1.614009123287336,Maxfeld,Maxfeld,3.0,3.0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,1,0,0,299000.0,299000.0,1976.0,1976.0,83.0,83.0,2.0,2.0,38.0,38.0,6.1,6.1,9.3,9.3,49.41572,49.41572,11.03733,11.03733,4.946659671548466,4.946659671548466,Röthenbach b Schweinau,Röthenbach b Schweinau,3.0,3.0,4,4,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
4,0,0,0,1,1,1,420000.0,420000.0,2022.0,2022.0,80.13,80.13,1.0,1.0,4.0,4.0,7.2,7.2,9.7,9.7,49.45044,49.45044,11.05372,11.05372,1.6713862397161467,1.6713862397161467,Gostenhof,Gostenhof,3.0,3.0,3,3,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
4,0,0,0,1,1,1,799000.0,799000.0,2016.0,2016.0,106.0,106.0,2.0,2.0,6.0,6.0,3.2,3.2,8.9,8.9,49.44363,49.44363,11.01332,11.01332,4.677683989399614,4.677683989399614,Kleinreuth b Schweinau,Kleinreuth b Schweinau,3.0,3.0,3,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
3,0,0,1,0,1,1,389000.0,389000.0,1991.0,1991.0,81.0,81.0,2.0,2.0,4.0,4.0,5.6,5.6,9.4,9.4,49.44673,49.44673,11.11364,11.11364,2.7363398346084034,2.7363398346084034,Weichselgarten,Weichselgarten,4.0,4.0,3,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
2,0,1,0,0,0,0,279000.0,279000.0,1991.0,1991.0,66.41,66.41,1.0,1.0,22.0,22.0,7.5,7.5,9.3,9.3,49.47383,49.47383,11.04511,11.04511,3.3242287840057374,3.3242287840057374,Wetzendorf,Wetzendorf,2.5,2.5,4,4,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
4,0,0,0,1,0,0,145000.0,145000.0,1993.0,1993.0,35.0,35.0,1.0,1.0,5.0,5.0,8.5,8.5,9.7,9.7,49.45044,49.45044,11.05372,11.05372,1.6713862397161467,1.6713862397161467,Gostenhof,Gostenhof,1.0,1.0,4,4,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,1,0,0,0,0,0,374999.0,374999.0,1992.0,1992.0,81.0,81.0,1.0,1.0,18.0,18.0,8.2,8.2,9.6,9.6,49.46293,49.46293,11.07721,11.07721,1.2048067566337808,1.2048067566337808,Gärten h d Veste,Gärten h d Veste,3.0,3.0,6,6,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
1,1,0,0,0,0,0,265000.0,265000.0,1969.0,1969.0,78.25,78.25,3.0,3.0,13.0,13.0,7.1,7.1,9.5,9.5,49.4576,49.4576,11.13188,11.13188,4.035137406290032,4.035137406290032,Mögeldorf,Mögeldorf,3.0,3.0,5,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
4,0,0,0,1,1,1,399000.0,399000.0,2022.0,2022.0,66.54,66.54,1.0,1.0,3.0,3.0,7.2,7.2,9.7,9.7,49.45044,49.45044,11.05372,11.05372,1.6713862397161467,1.6713862397161467,Gostenhof,Gostenhof,2.0,2.0,3,3,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,198000.0,198000.0,1960.0,1960.0,31.0,31.0,3.0,3.0,18.0,18.0,8.9,8.9,9.7,9.7,49.46468,49.46468,11.08784,11.08784,1.614009123287336,1.614009123287336,Maxfeld,Maxfeld,2.0,2.0,5,5,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,1,1,1,598700.0,598700.0,2022.0,2022.0,96.56,96.56,5.0,5.0,45.0,45.0,5.9,5.9,9.4,9.4,49.42828,49.42828,11.04444,11.04444,3.5293151524875523,3.5293151524875523,Schweinau,Schweinau,3.0,3.0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0
3,0,0,1,0,0,0,100000.0,100000.0,1994.0,1994.0,27.0,27.0,2.0,2.0,15.0,15.0,6.8,6.8,9.6,9.6,49.44267,49.44267,11.12304,11.12304,3.510327221993633,3.510327221993633,Zerzabelshof,Zerzabelshof,1.0,1.0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,0,1,1,242000.0,242000.0,1953.0,1953.0,69.0,69.0,1.0,1.0,12.0,12.0,8.2,8.2,9.7,9.7,49.43972,49.43972,11.08698,11.08698,1.564401679049105,1.564401679049105,Lichtenhof,Lichtenhof,2.5,2.5,2,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4,0,0,0,1,0,0,139000.0,139000.0,1930.0,1930.0,51.0,51.0,7.0,7.0,14.0,14.0,4.5,4.5,9.1,9.1,49.4344,49.4344,11.05972,11.05972,2.3196388415074902,2.3196388415074902,Sandreuth,Sandreuth,2.5,2.5,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,1,0,0,219000.0,219000.0,1950.0,1950.0,68.0,68.0,1.0,1.0,9.0,9.0,7.7,7.7,9.6,9.6,49.43896,49.43896,11.04878,11.04878,2.491818130940929,2.491818130940929,St Leonhard,St Leonhard,3.0,3.0,5,5,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,1,1,1,470000.0,470000.0,2022.0,2022.0,85.15,85.15,1.0,1.0,3.0,3.0,7.2,7.2,9.7,9.7,49.45044,49.45044,11.05372,11.05372,1.6713862397161467,1.6713862397161467,Gostenhof,Gostenhof,3.0,3.0,3,3,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3,0,0,1,0,0,0,210000.0,210000.0,1906.0,1906.0,80.0,80.0,1.0,1.0,17.0,17.0,7.7,7.7,9.6,9.6,49.43964,49.43964,11.09467,11.09467,1.8993064800798953,1.8993064800798953,Bleiweiß,Bleiweiß,3.0,3.0,7,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,1,0,0,0,0,0,265000.0,265000.0,1970.0,1970.0,79.0,79.0,1.0,1.0,9.0,9.0,5.9,5.9,8.1,8.1,49.4576,49.4576,11.13188,11.13188,4.035137406290032,4.035137406290032,Mögeldorf,Mögeldorf,3.0,3.0,5,5,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,1,0,0,0,0,0,855000.0,855000.0,1953.0,1953.0,163.0,163.0,1.0,1.0,17.0,17.0,8.222222222222223,8.222222222222223,9.68333333333333,9.68333333333333,49.46293,49.46293,11.07721,11.07721,1.2048067566337808,1.2048067566337808,Gärten h d Veste,Gärten h d Veste,5.5,5.5,4,4,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1
1,1,0,0,0,0,0,264000.0,264000.0,1957.0,1957.0,65.0,65.0,1.0,1.0,8.0,8.0,7.5,7.5,9.7,9.7,49.46293,49.46293,11.07721,11.07721,1.2048067566337808,1.2048067566337808,Gärten h d Veste,Gärten h d Veste,3.0,3.0,7,7,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2,0,1,0,0,0,0,699000.0,699000.0,2002.0,2002.0,159.0,159.0,1.0,1.0,19.0,19.0,6.0,6.0,8.8,8.8,49.47211,49.47211,11.03073,11.03073,3.9985559744336583,3.9985559744336583,Schniegling,Schniegling,3.0,3.0,4,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
4,0,0,0,1,1,1,649000.0,649000.0,2016.0,2016.0,150.0,150.0,1.0,1.0,21.0,21.0,7.9,7.9,9.6,9.6,49.43896,49.43896,11.04878,11.04878,2.491818130940929,2.491818130940929,St Leonhard,St Leonhard,4.5,4.5,3,3,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4,0,0,0,1,1,1,278000.0,278000.0,1986.0,1986.0,69.0,69.0,1.0,1.0,2.0,2.0,7.4,7.4,9.7,9.7,49.43929,49.43929,11.07396,11.07396,1.4381169948042094,1.4381169948042094,Steinbühl,Steinbühl,2.0,2.0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0
4,0,0,0,1,1,1,317500.0,317500.0,2022.0,2022.0,54.61,54.61,1.0,1.0,3.0,3.0,7.2,7.2,9.7,9.7,49.45044,49.45044,11.05372,11.05372,1.6713862397161467,1.6713862397161467,Gostenhof,Gostenhof,2.0,2.0,3,3,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,1,0,0,169000.0,169000.0,1974.0,1974.0,49.0,49.0,2.0,2.0,13.0,13.0,6.0,6.0,9.7,9.7,49.45136,49.45136,11.06303,11.06303,0.9915783203453478,0.9915783203453478,Rosenau,Rosenau,1.0,1.0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,1,0,0,310000.0,310000.0,1975.0,1975.0,80.0,80.0,4.0,4.0,13.0,13.0,5.8,5.8,9.0,9.0,49.42333,49.42333,11.02481,11.02481,4.930702243085639,4.930702243085639,Neuröthenbach,Neuröthenbach,3.0,3.0,5,5,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
4,0,0,0,1,1,1,279000.0,279000.0,2022.0,2022.0,46.12,46.12,1.0,1.0,3.0,3.0,7.2,7.2,9.7,9.7,49.45044,49.45044,11.05372,11.05372,1.6713862397161467,1.6713862397161467,Gostenhof,Gostenhof,2.0,2.0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,1,1,1,430000.0,430000.0,2022.0,2022.0,80.13,80.13,1.0,1.0,3.0,3.0,7.2,7.2,9.7,9.7,49.45044,49.45044,11.05372,11.05372,1.6713862397161467,1.6713862397161467,Gostenhof,Gostenhof,3.0,3.0,3,3,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
4,0,0,0,1,0,0,122000.0,122000.0,1962.0,1962.0,53.0,53.0,1.0,1.0,8.0,8.0,7.5,7.5,9.5,9.5,49.43896,49.43896,11.04878,11.04878,2.491818130940929,2.491818130940929,St Leonhard,St Leonhard,3.0,3.0,7,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,1,1,1,349000.0,349000.0,2008.0,2008.0,70.0,70.0,2.0,2.0,6.0,6.0,8.2,8.2,9.7,9.7,49.45021,49.45021,11.07551,11.07551,0.22708254569977968,0.22708254569977968,Lorenz,Lorenz,2.0,2.0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
4,0,0,0,1,0,0,309000.0,309000.0,2012.0,2012.0,64.81,64.81,1.0,1.0,25.0,25.0,7.6,7.6,9.7,9.7,49.44522,49.44522,11.03959,11.03959,2.789672465218731,2.789672465218731,Sündersbühl,Sündersbühl,3.0,3.0,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3,0,0,1,0,0,0,239000.0,239000.0,1968.0,1968.0,78.0,78.0,2.0,2.0,11.0,11.0,6.0,6.0,9.3,9.3,49.40815,49.40815,11.13376,11.13376,6.396166168496709,6.396166168496709,Langwasser,Langwasser,3.0,3.0,6,6,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,0,0,0,0,475000.0,475000.0,1957.0,1957.0,118.0,118.0,1.0,1.0,16.0,16.0,7.9,7.9,9.7,9.7,49.46145,49.46145,11.06072,11.06072,1.5540259940496581,1.5540259940496581,St Johannis,St Johannis,4.5,4.5,7,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
2,0,1,0,0,0,0,249000.0,249000.0,1900.0,1900.0,60.0,60.0,1.0,1.0,6.0,6.0,8.2,8.2,9.5,9.5,49.46145,49.46145,11.06072,11.06072,1.5540259940496581,1.5540259940496581,St Johannis,St Johannis,3.0,3.0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,0,1,1,485000.0,485000.0,2023.0,2023.0,90.96,90.96,4.0,4.0,9.0,9.0,2.5,2.5,7.3,7.3,49.40609,49.40609,11.10351,11.10351,5.471166449804623,5.471166449804623,Kettelersiedlung,Kettelersiedlung,3.0,3.0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0
4,0,0,0,1,0,0,249900.0,249900.0,1901.0,1901.0,67.0,67.0,1.0,1.0,36.0,36.0,2.8,2.8,7.4,7.4,49.42749,49.42749,11.07581,11.07581,2.7372674442391345,2.7372674442391345,Gibitzenhof,Gibitzenhof,3.0,3.0,5,5,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,1,0,0,350000.0,350000.0,1986.0,1986.0,83.9,83.9,1.0,1.0,14.0,14.0,5.0,5.0,8.0,8.0,49.38101,49.38101,11.04008,11.04008,8.33691604604628,8.33691604604628,Reichelsdorf,Reichelsdorf,3.0,3.0,7,7,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
