location,Northeast,Northwest,Southeast,Southwest,energyEfficiency,energyEfficiency,price,price,constructionYear,constructionYear,livingSpace,livingSpace,energySources,energySources,photosCount,photosCount,localAmenitiesScore,localAmenitiesScore,localMobilityScore,localMobilityScore,latitudeDistrict,latitudeDistrict,longitudeDistrict,longitudeDistrict,distanceToCenter,distanceToCenter,district,district,rooms,rooms,energyClass,energyClass,elevator,elevator,sauna,sauna,swimmingpool,swimmingpool,kitchenEqipped,kitchenEqipped,cellar,cellar,storageRoom,storageRoom,wheelchairAccessible,wheelchairAccessible,assistedLiving,assistedLiving,parkingSlots,parkingSlots,guestToilet,guestToilet,privateOutdoorSpace,privateOutdoorSpace,chimney,chimney,attics,attics
4,0,0,0,1,0,0,1770000.0,1770000.0,1998.0,1998.0,532.0,532.0,2.0,2.0,8.0,8.0,7.6,7.6,9.7,9.7,49.43929,49.43929,11.07396,11.07396,1.4381169948042094,1.4381169948042094,Steinbühl,Steinbühl,22.0,22.0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4,0,0,0,1,0,0,180000.0,180000.0,1910.0,1910.0,63.0,63.0,1.0,1.0,9.0,9.0,5.3,5.3,9.4,9.4,49.4344,49.4344,11.05972,11.05972,2.3196388415074902,2.3196388415074902,Sandreuth,Sandreuth,3.0,3.0,5,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,1,1,1,339000.0,339000.0,2002.0,2002.0,84.0,84.0,1.0,1.0,27.0,27.0,6.0,6.0,8.3,8.3,49.40306,49.40306,11.03293,11.03293,6.305232071925194,6.305232071925194,Eibach,Eibach,3.0,3.0,3,3,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0
1,1,0,0,0,0,0,250000.0,250000.0,1960.0,1960.0,74.0,74.0,1.0,1.0,4.0,4.0,9.0,9.0,9.7,9.7,49.4587,49.4587,11.09995,11.09995,1.833793978860811,1.833793978860811,Gärten b Wöhrd,Gärten b Wöhrd,3.0,3.0,5,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3,0,0,1,0,0,0,359000.0,359000.0,1965.0,1965.0,70.7,70.7,2.0,2.0,1.0,1.0,7.0,7.0,9.3,9.3,49.44267,49.44267,11.12304,11.12304,3.510327221993633,3.510327221993633,Zerzabelshof,Zerzabelshof,3.0,3.0,4,4,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3,0,0,1,0,0,0,229000.0,229000.0,1990.0,1990.0,65.0,65.0,1.0,1.0,11.0,11.0,6.7,6.7,9.7,9.7,49.44398,49.44398,11.09165,11.09165,1.408294025223907,1.408294025223907,Glockenhof,Glockenhof,2.0,2.0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4,0,0,0,1,0,0,149950.0,149950.0,1967.0,1967.0,48.0,48.0,3.0,3.0,2.0,2.0,5.4,5.4,8.1,8.1,49.40306,49.40306,11.03293,11.03293,6.305232071925194,6.305232071925194,Eibach,Eibach,1.0,1.0,5,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3,0,0,1,0,0,0,135000.0,135000.0,1972.0,1972.0,38.0,38.0,1.0,1.0,9.0,9.0,4.5,4.5,6.7,6.7,49.36832,49.36832,11.08454,11.08454,9.333175251108791,9.333175251108791,Herpersdorf,Herpersdorf,2.0,2.0,4,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
3,0,0,1,0,0,0,242000.0,242000.0,1964.0,1964.0,88.64,88.64,2.0,2.0,4.0,4.0,3.8,3.8,8.9,8.9,49.41476,49.41476,11.11488,11.11488,4.986186977513444,4.986186977513444,Neuselsbrunn,Neuselsbrunn,4.0,4.0,4,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3,0,0,1,0,0,0,308000.0,308000.0,1984.0,1984.0,75.0,75.0,1.0,1.0,25.0,25.0,6.2,6.2,9.4,9.4,49.44267,49.44267,11.12304,11.12304,3.510327221993633,3.510327221993633,Zerzabelshof,Zerzabelshof,3.0,3.0,5,5,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
1,1,0,0,0,0,0,249000.0,249000.0,1993.0,1993.0,63.06,63.06,1.0,1.0,9.0,9.0,8.8,8.8,9.6,9.6,49.47642,49.47642,11.10244,11.10244,3.2822741747569886,3.2822741747569886,Herrnhütte,Herrnhütte,2.0,2.0,5,5,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4,0,0,0,1,0,0,178000.0,178000.0,1965.0,1965.0,68.0,68.0,1.0,1.0,15.0,15.0,7.5,7.5,9.5,9.5,49.43896,49.43896,11.04878,11.04878,2.491818130940929,2.491818130940929,St Leonhard,St Leonhard,3.0,3.0,8,8,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4,0,0,0,1,0,0,419900.0,419900.0,2011.0,2011.0,73.67,73.67,6.0,6.0,27.0,27.0,4.7,4.7,9.2,9.2,49.43638,49.43638,11.02739,11.02739,3.9704750035340526,3.9704750035340526,Großreuth b Schweinau,Großreuth b Schweinau,3.0,3.0,4,4,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
2,0,1,0,0,0,0,159000.0,159000.0,1988.0,1988.0,42.0,42.0,1.0,1.0,9.0,9.0,7.9,7.9,9.7,9.7,49.46145,49.46145,11.06072,11.06072,1.5540259940496581,1.5540259940496581,St Johannis,St Johannis,1.5,1.5,6,6,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,1,1,1,332500.0,332500.0,1969.0,1969.0,107.0,107.0,2.0,2.0,7.0,7.0,5.7,5.7,9.0,9.0,49.42333,49.42333,11.02481,11.02481,4.930702243085639,4.930702243085639,Neuröthenbach,Neuröthenbach,3.0,3.0,3,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0
2,0,1,0,0,0,0,119000.0,119000.0,1913.0,1913.0,35.0,35.0,1.0,1.0,9.0,9.0,7.6,7.6,9.4,9.4,49.46166,49.46166,11.03136,11.03136,3.445230610517414,3.445230610517414,Muggenhof,Muggenhof,1.0,1.0,6,6,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,525000.0,525000.0,2009.0,2009.0,82.0,82.0,1.0,1.0,10.0,10.0,7.5,7.5,9.7,9.7,49.45601,49.45601,11.08013,11.08013,0.5004970884120207,0.5004970884120207,Sebald,Sebald,3.0,3.0,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4,0,0,0,1,0,0,98000.0,98000.0,1987.0,1987.0,28.23,28.23,1.0,1.0,7.0,7.0,2.3,2.3,7.4,7.4,49.38101,49.38101,11.04008,11.04008,8.33691604604628,8.33691604604628,Reichelsdorf,Reichelsdorf,1.0,1.0,4,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,0,0,0,98000.0,98000.0,1991.0,1991.0,35.0,35.0,1.0,1.0,2.0,2.0,7.0,7.0,9.7,9.7,49.44504,49.44504,11.10302,11.10302,2.058294686868276,2.058294686868276,St Peter,St Peter,1.0,1.0,7,7,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,0,0,0,215000.0,215000.0,1970.0,1970.0,77.0,77.0,12.0,12.0,9.0,9.0,7.5,7.5,8.9,8.9,49.40815,49.40815,11.13376,11.13376,6.396166168496709,6.396166168496709,Langwasser,Langwasser,3.0,3.0,5,5,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3,0,0,1,0,0,0,215000.0,215000.0,1970.0,1970.0,77.0,77.0,12.0,12.0,9.0,9.0,7.5,7.5,8.9,8.9,49.40815,49.40815,11.13376,11.13376,6.396166168496709,6.396166168496709,Langwasser,Langwasser,3.0,3.0,5,5,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
4,0,0,0,1,0,0,318000.0,318000.0,1987.0,1987.0,92.93,92.93,1.0,1.0,10.0,10.0,2.3,2.3,7.4,7.4,49.38101,49.38101,11.04008,11.04008,8.33691604604628,8.33691604604628,Reichelsdorf,Reichelsdorf,4.5,4.5,4,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1
4,0,0,0,1,0,0,449000.0,449000.0,1987.0,1987.0,115.69,115.69,1.0,1.0,9.0,9.0,2.3,2.3,7.4,7.4,49.38101,49.38101,11.04008,11.04008,8.33691604604628,8.33691604604628,Reichelsdorf,Reichelsdorf,4.5,4.5,4,4,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
3,0,0,1,0,0,0,212000.0,212000.0,1964.0,1964.0,77.31,77.31,22.0,22.0,6.0,6.0,4.3,4.3,9.0,9.0,49.41476,49.41476,11.11488,11.11488,4.986186977513444,4.986186977513444,Neuselsbrunn,Neuselsbrunn,3.0,3.0,5,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4,0,0,0,1,0,0,175000.0,175000.0,1973.0,1973.0,35.0,35.0,4.0,4.0,14.0,14.0,8.4,8.4,9.7,9.7,49.45021,49.45021,11.07551,11.07551,0.22708254569977968,0.22708254569977968,Lorenz,Lorenz,1.0,1.0,6,6,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,1,1,1,279000.0,279000.0,2022.0,2022.0,46.93,46.93,1.0,1.0,3.0,3.0,7.2,7.2,9.7,9.7,49.45044,49.45044,11.05372,11.05372,1.6713862397161467,1.6713862397161467,Gostenhof,Gostenhof,2.0,2.0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,298000.0,298000.0,1973.0,1973.0,65.95,65.95,3.0,3.0,25.0,25.0,7.4,7.4,9.7,9.7,49.45275,49.45275,11.09419,11.09419,1.2663396294096376,1.2663396294096376,Wöhrd,Wöhrd,2.0,2.0,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
1,1,0,0,0,0,0,218500.0,218500.0,1957.0,1957.0,54.0,54.0,1.0,1.0,6.0,6.0,7.5,7.5,9.7,9.7,49.46293,49.46293,11.07721,11.07721,1.2048067566337808,1.2048067566337808,Gärten h d Veste,Gärten h d Veste,2.0,2.0,7,7,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4,0,0,0,1,1,1,410000.0,410000.0,2022.0,2022.0,73.1,73.1,1.0,1.0,3.0,3.0,7.2,7.2,9.7,9.7,49.45044,49.45044,11.05372,11.05372,1.6713862397161467,1.6713862397161467,Gostenhof,Gostenhof,2.0,2.0,3,3,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3,0,0,1,0,1,1,179000.0,179000.0,1971.0,1971.0,53.43,53.43,4.0,4.0,8.0,8.0,8.0,8.0,9.7,9.7,49.43964,49.43964,11.09467,11.09467,1.8993064800798953,1.8993064800798953,Bleiweiß,Bleiweiß,2.0,2.0,3,3,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,0,0,0,119000.0,119000.0,1975.0,1975.0,34.0,34.0,10.0,10.0,8.0,8.0,5.1,5.1,8.4,8.4,49.40815,49.40815,11.13376,11.13376,6.396166168496709,6.396166168496709,Langwasser,Langwasser,1.0,1.0,4,4,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
1,1,0,0,0,0,0,299000.0,299000.0,1953.0,1953.0,71.0,71.0,3.0,3.0,8.0,8.0,7.6,7.6,9.7,9.7,49.46468,49.46468,11.08784,11.08784,1.614009123287336,1.614009123287336,Maxfeld,Maxfeld,3.0,3.0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,1,1,1,209000.0,209000.0,1899.0,1899.0,33.0,33.0,7.0,7.0,6.0,6.0,6.5,6.5,9.5,9.5,49.45044,49.45044,11.05372,11.05372,1.6713862397161467,1.6713862397161467,Gostenhof,Gostenhof,1.0,1.0,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,1,0,0,379000.0,379000.0,2001.0,2001.0,96.0,96.0,1.0,1.0,10.0,10.0,4.9,4.9,8.4,8.4,49.38101,49.38101,11.04008,11.04008,8.33691604604628,8.33691604604628,Reichelsdorf,Reichelsdorf,3.5,3.5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4,0,0,0,1,1,1,470000.0,470000.0,2022.0,2022.0,84.94,84.94,1.0,1.0,3.0,3.0,7.2,7.2,9.7,9.7,49.45044,49.45044,11.05372,11.05372,1.6713862397161467,1.6713862397161467,Gostenhof,Gostenhof,3.0,3.0,3,3,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
4,0,0,0,1,1,1,500000.0,500000.0,2022.0,2022.0,94.59,94.59,1.0,1.0,3.0,3.0,7.2,7.2,9.7,9.7,49.45044,49.45044,11.05372,11.05372,1.6713862397161467,1.6713862397161467,Gostenhof,Gostenhof,3.0,3.0,3,3,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
4,0,0,0,1,0,0,88000.0,88000.0,1955.0,1955.0,62.0,62.0,1.0,1.0,5.0,5.0,7.6,7.6,9.7,9.7,49.43929,49.43929,11.07396,11.07396,1.4381169948042094,1.4381169948042094,Steinbühl,Steinbühl,2.0,2.0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,0,0,0,0,176300.0,176300.0,1990.0,1990.0,27.0,27.0,1.0,1.0,20.0,20.0,2.6,2.6,7.9,7.9,49.47383,49.47383,11.04511,11.04511,3.3242287840057374,3.3242287840057374,Wetzendorf,Wetzendorf,1.0,1.0,5,5,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3,0,0,1,0,1,1,149000.0,149000.0,2013.0,2013.0,28.0,28.0,2.0,2.0,9.0,9.0,8.1,8.1,9.7,9.7,49.44398,49.44398,11.09165,11.09165,1.408294025223907,1.408294025223907,Glockenhof,Glockenhof,1.0,1.0,3,3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2,0,1,0,0,0,0,798000.0,798000.0,1887.0,1887.0,184.33,184.33,1.0,1.0,8.0,8.0,5.2,5.2,8.5,8.5,49.47211,49.47211,11.03073,11.03073,3.9985559744336583,3.9985559744336583,Schniegling,Schniegling,5.0,5.0,4,4,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0
3,0,0,1,0,0,0,275000.0,275000.0,1973.0,1973.0,83.0,83.0,3.0,3.0,24.0,24.0,6.9,6.9,7.7,7.7,49.36832,49.36832,11.08454,11.08454,9.333175251108791,9.333175251108791,Herpersdorf,Herpersdorf,3.0,3.0,6,6,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
4,0,0,0,1,1,1,436000.0,436000.0,2022.0,2022.0,79.46,79.46,1.0,1.0,3.0,3.0,7.2,7.2,9.7,9.7,49.45044,49.45044,11.05372,11.05372,1.6713862397161467,1.6713862397161467,Gostenhof,Gostenhof,3.0,3.0,3,3,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3,0,0,1,0,0,0,380000.0,380000.0,1964.0,1964.0,103.53,103.53,2.0,2.0,24.0,24.0,4.3,4.3,9.0,9.0,49.41476,49.41476,11.11488,11.11488,4.986186977513444,4.986186977513444,Neuselsbrunn,Neuselsbrunn,5.0,5.0,5,5,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,1,0,0,0,0,0,319000.0,319000.0,1954.0,1954.0,80.0,80.0,2.0,2.0,20.0,20.0,8.5,8.5,9.7,9.7,49.46468,49.46468,11.08784,11.08784,1.614009123287336,1.614009123287336,Maxfeld,Maxfeld,3.0,3.0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4,0,0,0,1,1,1,540000.0,540000.0,2022.0,2022.0,97.78,97.78,1.0,1.0,3.0,3.0,7.2,7.2,9.7,9.7,49.45044,49.45044,11.05372,11.05372,1.6713862397161467,1.6713862397161467,Gostenhof,Gostenhof,3.0,3.0,3,3,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
4,0,0,0,1,0,0,88000.0,88000.0,1955.0,1955.0,62.0,62.0,1.0,1.0,5.0,5.0,7.6,7.6,9.7,9.7,49.43929,49.43929,11.07396,11.07396,1.4381169948042094,1.4381169948042094,Steinbühl,Steinbühl,2.0,2.0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,1,225000.0,225000.0,1933.0,1933.0,40.98,40.98,1.0,1.0,26.0,26.0,8.2,8.2,9.7,9.7,49.46231,49.46231,11.09839,11.09839,1.9356297017134596,1.9356297017134596,Rennweg,Rennweg,1.0,1.0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4,0,0,0,1,0,0,355000.0,355000.0,1996.0,1996.0,87.8,87.8,1.0,1.0,2.0,2.0,5.2,5.2,8.4,8.4,49.44723,49.44723,11.02413,11.02413,3.838656570510188,3.838656570510188,Gaismannshof,Gaismannshof,3.0,3.0,6,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
2,0,1,0,0,0,0,298000.0,298000.0,1965.0,1965.0,81.0,81.0,3.0,3.0,17.0,17.0,6.8,6.8,9.4,9.4,49.46909,49.46909,11.07358,11.07358,1.902614158881705,1.902614158881705,Nordbahnhof,Nordbahnhof,3.0,3.0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,1,1,1,249000.0,249000.0,2022.0,2022.0,36.23,36.23,1.0,1.0,2.0,2.0,7.2,7.2,9.7,9.7,49.45044,49.45044,11.05372,11.05372,1.6713862397161467,1.6713862397161467,Gostenhof,Gostenhof,1.0,1.0,3,3,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,1,1,1,277000.0,277000.0,2022.0,2022.0,46.13,46.13,1.0,1.0,3.0,3.0,7.2,7.2,9.7,9.7,49.45044,49.45044,11.05372,11.05372,1.6713862397161467,1.6713862397161467,Gostenhof,Gostenhof,2.0,2.0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,1,0,0,189000.0,189000.0,1900.0,1900.0,60.15,60.15,1.0,1.0,1.0,1.0,6.3,6.3,9.4,9.4,49.45044,49.45044,11.05372,11.05372,1.6713862397161467,1.6713862397161467,Gostenhof,Gostenhof,3.0,3.0,8,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3,0,0,1,0,0,0,165000.0,165000.0,1979.0,1979.0,61.5,61.5,1.0,1.0,14.0,14.0,7.9,7.9,9.6,9.6,49.43964,49.43964,11.09467,11.09467,1.8993064800798953,1.8993064800798953,Bleiweiß,Bleiweiß,2.0,2.0,5,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,1,0,0,290000.0,290000.0,1920.0,1920.0,78.0,78.0,1.0,1.0,17.0,17.0,7.5,7.5,9.5,9.5,49.43896,49.43896,11.04878,11.04878,2.491818130940929,2.491818130940929,St Leonhard,St Leonhard,3.0,3.0,6,6,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
1,1,0,0,0,1,1,289000.0,289000.0,1933.0,1933.0,53.18,53.18,1.0,1.0,24.0,24.0,8.2,8.2,9.7,9.7,49.46231,49.46231,11.09839,11.09839,1.9356297017134596,1.9356297017134596,Rennweg,Rennweg,2.0,2.0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4,0,0,0,1,1,1,295000.0,295000.0,2022.0,2022.0,52.64,52.64,1.0,1.0,3.0,3.0,7.2,7.2,9.7,9.7,49.45044,49.45044,11.05372,11.05372,1.6713862397161467,1.6713862397161467,Gostenhof,Gostenhof,2.0,2.0,3,3,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,129500.0,129500.0,1965.0,1965.0,53.0,53.0,3.0,3.0,10.0,10.0,7.5,7.5,9.5,9.5,49.46869,49.46869,11.10224,11.10224,2.6096488719043096,2.6096488719043096,Schoppershof,Schoppershof,2.0,2.0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,599000.0,599000.0,1989.0,1989.0,117.2,117.2,1.0,1.0,31.0,31.0,3.5,3.5,8.3,8.3,49.47441,49.47441,11.13785,11.13785,5.067966957126576,5.067966957126576,Erlenstegen,Erlenstegen,5.0,5.0,4,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
1,1,0,0,0,0,0,199000.0,199000.0,1960.0,1960.0,54.0,54.0,1.0,1.0,24.0,24.0,8.2,8.2,9.7,9.7,49.4587,49.4587,11.09995,11.09995,1.833793978860811,1.833793978860811,Gärten b Wöhrd,Gärten b Wöhrd,2.0,2.0,6,6,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
4,0,0,0,1,1,1,310000.0,310000.0,2022.0,2022.0,48.7,48.7,1.0,1.0,3.0,3.0,7.2,7.2,9.7,9.7,49.45044,49.45044,11.05372,11.05372,1.6713862397161467,1.6713862397161467,Gostenhof,Gostenhof,1.0,1.0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4,0,0,0,1,0,0,135000.0,135000.0,1974.0,1974.0,45.0,45.0,19.0,19.0,7.0,7.0,7.0,7.0,9.6,9.6,49.42828,49.42828,11.04444,11.04444,3.5293151524875523,3.5293151524875523,Schweinau,Schweinau,1.0,1.0,5,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2,0,1,0,0,0,0,265000.0,265000.0,1978.0,1978.0,63.0,63.0,1.0,1.0,23.0,23.0,7.4,7.4,9.3,9.3,49.47383,49.47383,11.04511,11.04511,3.3242287840057374,3.3242287840057374,Wetzendorf,Wetzendorf,2.0,2.0,5,5,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
4,0,0,0,1,0,0,189000.0,189000.0,1912.0,1912.0,52.0,52.0,14.0,14.0,8.0,8.0,7.5,7.5,9.6,9.6,49.45044,49.45044,11.05372,11.05372,1.6713862397161467,1.6713862397161467,Gostenhof,Gostenhof,2.0,2.0,7,7,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,1,1,1,128000.0,128000.0,1994.0,1994.0,30.0,30.0,1.0,1.0,11.0,11.0,6.3,6.3,9.6,9.6,49.42828,49.42828,11.04444,11.04444,3.5293151524875523,3.5293151524875523,Schweinau,Schweinau,1.0,1.0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,1,0,0,0,1,1,369500.0,369500.0,1992.0,1992.0,73.69,73.69,2.0,2.0,12.0,12.0,5.7,5.7,9.2,9.2,49.46221,49.46221,11.12067,11.12067,3.3710608981827215,3.3710608981827215,St Jobst,St Jobst,2.5,2.5,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
4,0,0,0,1,1,1,310000.0,310000.0,2022.0,2022.0,55.12,55.12,1.0,1.0,3.0,3.0,7.2,7.2,9.7,9.7,49.45044,49.45044,11.05372,11.05372,1.6713862397161467,1.6713862397161467,Gostenhof,Gostenhof,2.0,2.0,3,3,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,0,0,0,210000.0,210000.0,1957.0,1957.0,86.88,86.88,1.0,1.0,10.0,10.0,6.3,6.3,9.7,9.7,49.44887,49.44887,11.08851,11.08851,0.9261995040228098,0.9261995040228098,Gleißbühl,Gleißbühl,3.0,3.0,5,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,1,1,1,480000.0,480000.0,2022.0,2022.0,85.53,85.53,1.0,1.0,2.0,2.0,7.2,7.2,9.7,9.7,49.45044,49.45044,11.05372,11.05372,1.6713862397161467,1.6713862397161467,Gostenhof,Gostenhof,3.0,3.0,3,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
4,0,0,0,1,1,1,466000.0,466000.0,2022.0,2022.0,84.26,84.26,1.0,1.0,4.0,4.0,7.2,7.2,9.7,9.7,49.45044,49.45044,11.05372,11.05372,1.6713862397161467,1.6713862397161467,Gostenhof,Gostenhof,3.0,3.0,3,3,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1,1,0,0,0,0,0,485000.0,485000.0,1999.0,1999.0,88.0,88.0,1.0,1.0,11.0,11.0,6.3,6.3,9.6,9.6,49.46468,49.46468,11.08784,11.08784,1.614009123287336,1.614009123287336,Maxfeld,Maxfeld,3.0,3.0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,0,0,0,0,171600.0,171600.0,1967.0,1967.0,52.0,52.0,3.0,3.0,9.0,9.0,8.4,8.4,9.6,9.6,49.46145,49.46145,11.06072,11.06072,1.5540259940496581,1.5540259940496581,St Johannis,St Johannis,2.0,2.0,6,6,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
